Time,Velocity,Altitude,Pressure,Temperature
2020 01 10::11:19:25:801,288.59109422668087,10135.033371797348,63.2227762423406,-4.789343652259902
2020 01 10::11:19:25:801,283.0840144626193,10097.95767597171,55.19384681811207,-0.11462465807979783
2020 01 10::11:19:25:801,264.80078294713815,10006.209202262069,57.92080422056725,37.32458620701031
2020 01 10::11:19:25:801,259.21462138002966,10027.184789039951,65.24160776429069,-41.52250720983094
2020 01 10::11:19:25:802,284.92018902579616,10016.696995651011*,71.80421165001859,25.90710387670842
2020 01 10::11:19:25:802,263.9360614138029,10021.940892345481*,99.08202917195482,-40.44813826176661
2020 01 10::11:19:25:802,270.9436811420743,10052.20597083121,82.69050187989973,28.19696030999465
2020 01 10::11:19:25:802,290.7086891497303,10085.04508094039,86.27757221652784,-26.53735321602263
2020 01 10::11:19:25:802,254.34657429638955,10068.6255258858*,61.14764818212589,33.292483145060274
2020 01 10::11:19:25:802,259.32306127229236,10086.951930091924,74.0402929056598,-47.274571496841254
2020 01 10::11:19:25:802,295.1207161851146,10112.271292476755,98.12163258459479,31.16131049512552
2020 01 10::11:19:25:802,296.3567276761473,10028.56820526502,64.2581921639032,-42.61992935138925
2020 01 10::11:19:25:802,277.80285918061577,10070.419748870889*,81.02956707332166,26.25093795389411
2020 01 10::11:19:25:803,271.23708077285363,10074.582106200574,72.69807676348199,14.368479994578834
2020 01 10::11:19:25:803,282.3473910829246,10050.864068237324,74.49026534964814,15.778227338180116
2020 01 10::11:19:25:803,267.0118682900118,10126.368272475544,44.056808339820314,3.5054015737279087
2020 01 10::11:19:25:803,290.1950054464428,10062.22830431959,56.86414249295041,-12.223997779905893
2020 01 10::11:19:25:803,277.4288930898833,10091.655787360976,51.5328179540151,-12.379662707431336
2020 01 10::11:19:25:803,298.38883435681373,10023.483468622175,78.77431295023197,18.974830341730424
2020 01 10::11:19:25:803,284.4264870507488,10057.569627991576*,84.58976120574499,29.448735888225073
2020 01 10::11:19:25:803,277.0896479306906,10040.526548306876*,64.78076465006122,-22.401839566948112
2020 01 10::11:19:25:803,282.6363127129175,10067.491482532661,63.58418107699832,-37.149410849050724
2020 01 10::11:19:25:803,268.3416519817014,10159.1701582558,54.379488155901036,-38.851109570885946
2020 01 10::11:19:25:803,280.00005998860826,10141.027212939267,74.92906647412312,10.934526495951694
2020 01 10::11:19:25:803,286.44046689118574,10190.96137970852,73.49842658635022,24.265533862267134
2020 01 10::11:19:25:804,266.1015897749703,10165.994296323894*,55.46516694305901,-31.334435584363828
2020 01 10::11:19:25:804,292.75483663586965,10178.477838016206*,42.66212924065726,-23.273913987606353
2020 01 10::11:19:25:804,252.31609810245834,10124.975423747133,89.71195644263736,-7.465376987624374
2020 01 10::11:19:25:804,280.35363722747695,10025.518772400686,82.99698583289717,-43.322296308302114
2020 01 10::11:19:25:804,250.37786420622916,10075.948936440507,98.67009815714762,-35.13207483527526
2020 01 10::11:19:25:804,266.28974431978713,10063.466654085601,96.24890058032591,9.17037698808528
2020 01 10::11:19:25:804,268.46812970321326,10076.053576693912,53.84730636230019,25.354427035049994
2020 01 10::11:19:25:804,251.89232663043467,10076.475468970026,89.98530763621858,25.07263606313184
2020 01 10::11:19:25:805,266.4246920065674,10102.351428682407,65.17947207793307,-12.630620174745452
2020 01 10::11:19:25:805,273.91912307031345,10030.063777973546,94.15337236055672,20.447504856294927
2020 01 10::11:19:25:805,274.1747572975165,10028.759850441998,66.51892304060713,-18.327829256479987
2020 01 10::11:19:25:805,281.9202668751217,10000.423478559513,90.16628125997548,-38.53324552287998
2020 01 10::11:19:25:805,289.99262314777513,10052.97046141078,97.36170216379605,-4.943462126663775
2020 01 10::11:19:25:809,289.665218729729,10026.696969985147*,88.6894717958579,-35.058377311447046
2020 01 10::11:19:25:809,287.6837633071751,10078.702588100763,94.4857247370141,-3.468671485575136
2020 01 10::11:19:25:809,260.98437925795344,10176.779144996177,87.298701762744,29.548121553512203
2020 01 10::11:19:25:809,274.2968463792003,10125.94745246414,42.171717754086174,-31.39012740997179
2020 01 10::11:19:25:810,252.87693057497145,10088.407585980403,74.18180809483701,-22.1749621919886
2020 01 10::11:19:25:810,252.46529479919707,10091.859322697608,84.67877792905674,-13.713851114192636
2020 01 10::11:19:25:810,251.23647243207165,10090.133454339006*,79.05604630911249,14.022763679206264
2020 01 10::11:19:25:810,253.97989981921188,10034.949879756072,99.64645581325566,11.275819440111704
2020 01 10::11:19:25:810,297.046034315943,10062.541667047539*,47.4728805593805,27.881097729384535
2020 01 10::11:19:25:810,273.69409854169686,10005.242068493142,46.09522447672446,-5.899690894194244
2020 01 10::11:19:25:810,263.39399066171757,10046.320328266564,49.68210254579622,-0.585900944965104
2020 01 10::11:19:25:810,295.3634380192599,10093.039679249197,75.69721379246589,1.5919944275443854
2020 01 10::11:19:25:811,256.16247209035936,10032.930950101847,90.22714791306473,-15.219820129444571
2020 01 10::11:19:25:811,263.5208209143002,10018.968858768983,70.98907638631232,12.398697481133958
2020 01 10::11:19:25:811,273.7398314945858,10025.949904435416*,59.44348972293964,-11.684498820714417
2020 01 10::11:19:25:811,267.989066303874,10037.947913988643,89.19888283116478,48.06553764299947
2020 01 10::11:19:25:811,273.6086986517988,10031.94890921203*,83.0319861279236,-49.19116653537743
2020 01 10::11:19:25:811,270.1323745356946,10034.948411600337*,85.35888487927352,32.272325760524495
2020 01 10::11:19:25:811,256.1612302444556,10126.02537638285,40.87904797369003,9.095997022796354
2020 01 10::11:19:25:811,262.4482360536071,10098.755673961916,63.376059063460815,-4.1954142712196685
2020 01 10::11:19:25:811,288.5930863586543,10010.1703092438,41.295513738935504,7.05201183256731
2020 01 10::11:19:25:812,265.60136229509834,10055.729681502606,78.73228510717693,-30.16364558320126
2020 01 10::11:19:25:812,254.22769750052504,10039.757935211363,51.84609798721703,-36.94093065175345
2020 01 10::11:19:25:812,279.5011983232211,10003.981249998551,71.48602811191041,35.10286506547206
2020 01 10::11:19:25:812,275.1224072179112,10086.581628939583,82.94129313989134,24.02846281682585
2020 01 10::11:19:25:812,267.52456810087523,10002.861136533129,63.24742411236191,19.541253924364312
2020 01 10::11:19:25:812,268.3080234470226,10044.721382736356*,55.36359029767568,-38.94539733828015
2020 01 10::11:19:25:812,265.4850325589202,10031.073514654276,66.7986178513357,-38.0225920844959
2020 01 10::11:19:25:812,258.51336404407334,10037.897448695316*,57.89991009581797,-13.220775523356586
2020 01 10::11:19:25:812,269.45050652318434,10122.518282073344,92.0312465533046,-15.562916594311936
2020 01 10::11:19:25:813,282.72634638539313,10101.299309524895,96.25210797929154,-0.4560577508409409
2020 01 10::11:19:25:813,269.0107165144914,10197.31160991752,46.87293598296135,40.659407169843234
2020 01 10::11:19:25:813,284.44318898716017,10170.689839994973,69.39742387236474,-15.590753838221836
2020 01 10::11:19:25:813,255.09603617354276,10184.000724956248*,66.87467619265693,33.39090527319627
2020 01 10::11:19:25:813,257.95728210629613,10177.34528247561*,64.57076700401635,26.11808492416435
2020 01 10::11:19:25:813,293.9492831874218,10092.11082401905,82.13097856079065,18.038174680088176
